,customer_id,gross_revenue,recency_days,qt_products,frequency,qt_returns,cluster
521,16525,13027.45,2.0,183.0,0.07142857142857142,904.0,6
522,14952,8099.49,59.0,138.0,0.036065573770491806,60.0,6
523,17975,4485.51,15.0,295.0,0.037037037037037035,16.0,3
524,16122,684.4200000000001,73.0,38.0,0.013651877133105802,0.0,2
525,13126,2099.64,4.0,140.0,0.022099447513812154,13.0,0
526,15973,307.82000000000005,366.0,4.0,0.0,19.0,4
527,16558,8338.49,0.0,460.0,0.0546448087431694,31.0,6
528,16713,6923.13,18.0,624.0,0.04310344827586207,12.0,6
530,15529,3992.68,22.0,671.0,0.03197674418604651,7.0,6
531,15498,13316.4,2.0,512.0,0.07417582417582418,15.0,6
532,18043,559.51,24.0,121.0,0.008771929824561403,0.0,7
533,16016,1508.76,3.0,235.0,0.02203856749311295,2.0,2
534,17722,2424.04,96.0,115.0,0.014814814814814815,23.0,3
535,17324,990.23,17.0,50.0,0.011461318051575931,0.0,5
536,17341,781.36,156.0,183.0,0.014285714285714285,0.0,1
537,14051,15610.390000000001,0.0,210.0,0.06284153005464481,15.0,6
538,15916,1528.09,16.0,155.0,0.022857142857142857,5.0,2
539,16233,536.6800000000001,71.0,22.0,0.010169491525423728,9.0,4
540,16385,555.89,60.0,59.0,0.00980392156862745,0.0,7
541,15032,4959.1,256.0,52.0,0.02727272727272727,300.0,6
542,17213,2781.23,40.0,157.0,0.02147239263803681,9.0,2
543,18061,2119.41,21.0,46.0,0.028985507246376812,0.0,2
544,13113,12245.960000000001,0.0,200.0,0.06557377049180328,449.0,6
545,16553,5719.82,163.0,84.0,0.06091370558375635,5.0,6
546,13455,1058.34,24.0,46.0,0.005847953216374269,9.0,1
547,14217,2004.98,1.0,100.0,0.04657534246575343,12.0,2
548,17262,1253.3600000000001,52.0,12.0,0.01592356687898089,0.0,1
549,14299,3965.62,8.0,143.0,0.025210084033613446,136.0,0
550,18259,2338.6000000000004,24.0,42.0,0.008771929824561403,0.0,5
551,17676,1387.68,4.0,78.0,0.016574585635359115,0.0,2
553,18269,168.6,366.0,7.0,0.0,6.0,4
554,12766,6457.63,3.0,306.0,0.01928374655647383,0.0,6
555,15298,4799.9,2.0,192.0,0.03296703296703297,364.0,6
556,18193,243.76,165.0,16.0,0.0,4.0,4
557,13523,3964.88,33.0,172.0,0.015015015015015015,7.0,3
560,15005,6314.87,15.0,1118.0,0.07977207977207977,43.0,6
561,15581,721.63,156.0,146.0,0.047619047619047616,0.0,7
562,15680,1333.68,9.0,78.0,0.008403361344537815,0.0,5
563,13649,346.6,256.0,23.0,0.01818181818181818,0.0,4
564,17894,1119.39,71.0,192.0,0.02711864406779661,0.0,1
566,14618,553.44,9.0,16.0,0.009146341463414634,3.0,7
567,14866,14353.4,10.0,98.0,0.03089887640449438,183.0,6
568,13077,729.27,1.0,112.0,0.010958904109589041,0.0,5
569,13115,2294.78,11.0,120.0,0.023121387283236993,33.0,3
571,13531,483.8,205.0,22.0,0.012422360248447204,0.0,4
572,13848,1255.0,92.0,5.0,0.010948905109489052,0.0,6
573,13140,423.72,108.0,46.0,0.011627906976744186,0.0,4
574,15713,356.7,143.0,19.0,0.008968609865470852,1.0,4
575,17999,382.06,37.0,93.0,0.0060790273556231,0.0,4
577,17340,12353.29,29.0,407.0,0.032640949554896145,64.0,6
578,13984,920.51,26.0,16.0,0.014705882352941176,408.0,2
579,15996,1060.68,88.0,130.0,0.02158273381294964,2.0,1
581,14030,2360.09,18.0,243.0,0.022988505747126436,0.0,3
583,16596,250.15,15.0,12.0,0.005698005698005698,0.0,4
584,16700,5076.55,8.0,308.0,0.036312849162011177,5.0,6
585,16011,3362.71,8.0,212.0,0.0446927374301676,0.0,0
586,17655,2638.94,10.0,91.0,0.019662921348314606,160.0,2
587,16717,3858.38,23.0,199.0,0.01749271137026239,298.0,3
588,14243,2588.77,8.0,141.0,0.028011204481792718,17.0,2
589,12963,1856.63,8.0,95.0,0.022408963585434174,0.0,2
590,15079,895.61,212.0,47.0,0.026143790849673203,1.0,1
592,12942,683.9,131.0,75.0,0.01282051282051282,0.0,4
593,15660,1600.86,25.0,90.0,0.026470588235294117,13.0,2
594,18092,9068.26,2.0,89.0,0.030303030303030304,2.0,6
595,15358,8347.2,4.0,551.0,0.060941828254847646,123.0,6
596,12481,5020.32,22.0,209.0,0.029154518950437316,14.0,6
597,12721,2386.13,31.0,155.0,0.018575851393188854,5.0,3
598,12621,12411.67,1.0,449.0,0.054945054945054944,36.0,6
599,18071,453.0,257.0,25.0,0.018518518518518517,0.0,7
600,12683,7612.57,4.0,331.0,0.038781163434903045,84.0,6
601,12755,3811.95,280.0,4.0,0.023529411764705882,624.0,3
602,13854,8109.5199999999995,8.0,110.0,0.0700280112044818,18.0,0
603,12797,226.03,365.0,12.0,0.0,39.0,4
604,13369,308.28000000000003,365.0,14.0,0.0,22.0,4
605,12494,1084.1000000000001,15.0,71.0,0.02,16.0,2
606,17857,25301.54,4.0,48.0,0.060941828254847646,170.0,4
607,17411,778.94,12.0,41.0,0.012048192771084338,8.0,7
609,12429,3388.4,9.0,94.0,0.011235955056179775,0.0,3
610,14987,326.4,15.0,4.0,0.005714285714285714,0.0,4
612,17526,1195.8999999999999,4.0,19.0,0.0110803324099723,53.0,7
613,14896,468.77000000000004,204.0,43.0,0.012422360248447204,0.0,7
614,14440,2357.6800000000003,8.0,55.0,0.014005602240896359,0.0,2
615,13240,648.7,96.0,66.0,0.01486988847583643,0.0,7
616,14479,316.25,253.0,18.0,0.017857142857142856,0.0,4
618,17430,265.76,32.0,14.0,0.006006006006006006,0.0,4
619,16520,1046.57,186.0,156.0,0.01675977653631285,1.0,5
622,15181,689.4799999999999,66.0,16.0,0.014778325123152709,1.0,5
623,15856,16386.31,4.0,644.0,0.07479224376731301,64.0,6
624,13102,6424.09,1.0,304.0,0.06593406593406594,44.0,6
625,14205,466.7,16.0,24.0,0.008064516129032258,104.0,4
627,17702,1824.37,30.0,74.0,0.022727272727272728,33.0,3
628,15271,2507.07,7.0,274.0,0.04189944134078212,5.0,3
629,13982,1871.81,39.0,111.0,0.012269938650306749,4.0,2
630,15288,2306.52,43.0,88.0,0.015527950310559006,0.0,2
633,16519,212.98,25.0,12.0,0.0058823529411764705,0.0,4
635,17816,36.56,36.0,17.0,0.0121580547112462,0.0,4
636,13021,2616.38,4.0,131.0,0.025423728813559324,16.0,3
637,16255,2619.91,16.0,270.0,0.022922636103151862,7.0,3
638,17671,1572.71,15.0,53.0,0.011428571428571429,113.0,5
639,17646,1008.39,219.0,51.0,0.02054794520547945,3.0,7
640,12649,569.51,107.0,29.0,0.02857142857142857,12.0,5
641,16350,1116.47,21.0,57.0,0.01282051282051282,3.0,5
642,12872,599.97,326.0,66.0,0.05128205128205128,0.0,7
643,17339,243.36,94.0,9.0,0.007380073800738007,0.0,4
644,18230,2810.2000000000003,9.0,86.0,0.023890784982935155,18.0,3
645,16499,365.45,360.0,19.0,0.5,5.0,4
646,17097,954.42,2.0,211.0,0.02203856749311295,2.0,1
648,15192,1044.32,119.0,51.0,0.012195121951219513,0.0,5
649,14441,1712.89,0.0,51.0,0.01568627450980392,16.0,1
650,15279,290.51,354.0,19.0,0.0,4.0,4
652,15380,1690.2600000000002,8.0,36.0,0.014005602240896359,2.0,1
653,17442,2248.56,36.0,135.0,0.023622047244094488,6.0,3
654,17950,482.2,72.0,71.0,0.010238907849829351,24.0,1
655,12826,1474.72,2.0,91.0,0.01928374655647383,4.0,2
658,15811,2218.62,22.0,133.0,0.01749271137026239,10.0,2
659,13327,3627.77,38.0,108.0,0.024464831804281346,12.0,3
660,17700,2534.64,16.0,142.0,0.01509433962264151,5.0,3
661,13136,2607.61,56.0,127.0,0.03205128205128205,16.0,3
662,15535,536.4,173.0,75.0,0.025974025974025976,14.0,4
664,15329,1049.7,39.0,57.0,0.022727272727272728,6.0,1
666,15211,894.4100000000001,60.0,52.0,0.006557377049180328,0.0,4
667,15596,1406.59,100.0,77.0,0.018867924528301886,13.0,2
670,16163,856.6,232.0,6.0,0.015037593984962405,100.0,4
673,16907,981.65,29.0,151.0,0.01488095238095238,0.0,7
674,17576,3622.68,8.0,411.0,0.05322128851540616,40.0,0
675,14713,2666.36,9.0,339.0,0.03089887640449438,2.0,3
676,14702,3292.14,1.0,347.0,0.046703296703296704,10.0,3
677,13230,2806.97,4.0,611.0,0.038781163434903045,121.0,3
678,13969,9053.94,7.0,626.0,0.05027932960893855,59.0,6
679,17530,2380.41,1.0,392.0,0.027472527472527472,0.0,3
680,15805,5528.4800000000005,23.0,301.0,0.04985337243401759,50.0,6
682,17696,2285.71,38.0,115.0,0.024539877300613498,26.0,3
683,17076,841.0799999999999,36.0,25.0,0.009146341463414634,0.0,7
684,17827,1995.46,5.0,220.0,0.013927576601671309,0.0,2
685,16265,5447.0,9.0,258.0,0.02535211267605634,19.0,0
687,13000,534.85,106.0,31.0,0.011627906976744186,0.0,1
689,17790,1965.55,26.0,190.0,0.04142011834319527,0.0,2
690,12731,18751.91,23.0,273.0,0.03519061583577713,70.0,6
691,14419,1058.06,10.0,206.0,0.01694915254237288,0.0,1
693,17912,311.01,310.0,38.0,0.09259259259259259,2.0,4
695,16656,8625.8,22.0,73.0,0.043859649122807015,21.0,6
696,14037,147.20000000000002,176.0,28.0,0.010638297872340425,0.0,4
697,14256,969.0600000000001,260.0,53.0,0.019230769230769232,4.0,1
698,14543,3590.68,28.0,69.0,0.047619047619047616,73.0,2
699,16062,1153.62,9.0,64.0,0.011267605633802818,0.0,5
700,18116,1414.43,67.0,377.0,0.026936026936026935,0.0,2
701,16019,3786.2400000000002,46.0,160.0,0.02830188679245283,84.0,3
702,18178,1590.81,128.0,97.0,0.01694915254237288,4.0,5
703,18065,2392.83,5.0,137.0,0.03899721448467967,3.0,2
704,13148,3707.12,29.0,319.0,0.03582089552238806,147.0,3
705,12989,6924.110000000001,3.0,64.0,0.04155124653739612,28.0,6
706,14107,2703.23,51.0,123.0,0.022364217252396165,5.0,3
707,15881,501.39000000000004,312.0,29.0,0.09615384615384616,61.0,7
708,12785,255.95,364.0,13.0,0.0,3.0,4
710,15514,4139.46,12.0,178.0,0.03125,369.0,0
711,13787,309.04,75.0,31.0,0.006920415224913495,0.0,7
712,17865,10524.220000000001,30.0,369.0,0.059880239520958084,59.0,6
713,17220,3198.25,24.0,472.0,0.041176470588235294,0.0,3
717,16873,7123.62,4.0,279.0,0.016666666666666666,15.0,6
718,14062,10464.85,9.0,111.0,0.03380281690140845,0.0,6
720,15179,2206.95,18.0,93.0,0.016611295681063124,31.0,3
721,18016,1483.56,32.0,123.0,0.015060240963855422,0.0,2
722,14448,375.35,9.0,20.0,0.005633802816901409,0.0,4
725,16923,7247.61,12.0,672.0,0.054285714285714284,234.0,6
726,14159,4690.64,19.0,1203.0,0.03206997084548105,13.0,6
727,17126,1004.75,152.0,260.0,0.023809523809523808,2.0,2
728,15224,322.08,358.0,14.0,0.5,2.0,4
729,14577,859.71,12.0,123.0,0.011428571428571429,0.0,1
730,12753,21429.39,22.0,197.0,0.01764705882352941,171.0,6
731,17236,916.13,12.0,105.0,0.017142857142857144,0.0,1
732,17372,1342.68,40.0,253.0,0.024844720496894408,0.0,2
733,16367,804.49,37.0,130.0,0.006153846153846154,0.0,5
734,12875,343.2300000000001,143.0,2.0,0.0091324200913242,0.0,0
735,17917,341.28,45.0,94.0,0.00946372239747634,0.0,4
736,16010,407.5,245.0,86.0,0.02564102564102564,0.0,4
737,17085,1566.65,123.0,187.0,0.02092050209205021,2.0,2
738,13668,6363.59,2.0,470.0,0.058333333333333334,105.0,6
739,14684,1236.28,25.0,421.0,0.01483679525222552,0.0,2
740,17188,2474.23,11.0,84.0,0.019943019943019943,27.0,3
741,15547,4954.84,7.0,702.0,0.03943661971830986,0.0,6
742,15998,3089.97,36.0,506.0,0.015337423312883436,4.0,0
745,13959,598.2,79.0,92.0,0.01060070671378092,0.0,1
748,15044,7700.2300000000005,19.0,453.0,0.04956268221574344,9.0,6
749,17937,4301.22,8.0,43.0,0.01977401129943503,0.0,3
750,14608,1785.15,4.0,20.0,0.0111731843575419,0.0,1
751,17618,971.58,5.0,78.0,0.008403361344537815,0.0,7
752,14505,5905.64,17.0,799.0,0.02318840579710145,16.0,6
753,18037,70.02,154.0,19.0,0.028846153846153848,0.0,4
755,13198,3401.2400000000002,10.0,226.0,0.017094017094017096,3.0,0
757,12540,11580.24,19.0,461.0,0.049707602339181284,8.0,6
758,13225,6463.84,3.0,32.0,0.019553072625698324,64.0,6
760,15689,254.1,119.0,9.0,0.008264462809917356,0.0,4
761,14290,2314.65,11.0,101.0,0.014285714285714285,2.0,2
762,13209,5891.61,30.0,321.0,0.02416918429003021,21.0,6
764,13999,3901.81,10.0,208.0,0.03418803418803419,12.0,0
765,14498,1957.32,42.0,193.0,0.01567398119122257,0.0,2
766,15854,2974.65,4.0,140.0,0.03361344537815126,0.0,2
767,16701,5398.3,8.0,144.0,0.036827195467422094,182.0,6
768,16927,543.05,115.0,6.0,0.012195121951219513,0.0,5
769,17990,630.84,236.0,29.0,0.024,0.0,1
770,14544,2024.45,24.0,114.0,0.005934718100890208,0.0,3
771,17338,6635.14,17.0,751.0,0.023255813953488372,4.0,6
773,17231,3174.32,12.0,541.0,0.02865329512893983,6.0,3
774,17799,3055.93,22.0,408.0,0.029498525073746312,3.0,3
775,14565,3099.12,95.0,127.0,0.015037593984962405,8.0,3
776,16726,1382.02,26.0,185.0,0.014925373134328358,0.0,2
778,14639,2984.49,52.0,172.0,0.019417475728155338,3.0,3
779,17611,3984.22,7.0,576.0,0.0423728813559322,8.0,0
780,17179,711.79,178.0,80.0,0.01639344262295082,0.0,7
782,12476,5898.42,15.0,224.0,0.031791907514450865,71.0,0
783,17293,1875.1100000000001,8.0,135.0,0.025495750708215296,0.0,2
785,17890,602.09,322.0,94.0,0.05128205128205128,0.0,1
786,17375,400.1,199.0,69.0,0.018518518518518517,6.0,1
787,17371,423.89,17.0,87.0,0.00872093023255814,0.0,4
788,17969,228.2,166.0,14.0,0.010256410256410256,0.0,4
789,15159,18641.010000000002,1.0,710.0,0.08333333333333333,47.0,6
791,13211,1197.42,10.0,56.0,0.008547008547008548,0.0,5
792,15777,1047.11,241.0,21.0,0.03333333333333333,3.0,1
795,14525,4332.2,19.0,291.0,0.02631578947368421,22.0,0
797,13324,7121.95,36.0,75.0,0.030864197530864196,5.0,6
798,13802,4599.42,138.0,60.0,0.017341040462427744,291.0,0
800,13008,229.46999999999997,323.0,14.0,0.0,60.0,4
801,14206,328.15999999999997,239.0,20.0,0.0,2.0,7
803,16442,616.79,1.0,174.0,0.008356545961002786,0.0,1
804,18075,2611.75,23.0,142.0,0.02967359050445104,27.0,3
805,15468,467.51,51.0,24.0,0.0,5.0,4
806,16570,3738.4,15.0,126.0,0.033783783783783786,62.0,0
807,14524,1867.68,31.0,203.0,0.02735562310030395,0.0,2
810,12434,806.14,84.0,50.0,0.011363636363636364,21.0,1
811,16810,309.54,192.0,15.0,0.0,2.0,4
813,14961,7044.68,10.0,312.0,0.025714285714285714,16.0,6
814,17041,1081.57,26.0,70.0,0.008982035928143712,4.0,5
815,16458,3482.7400000000002,2.0,202.0,0.05027932960893855,0.0,0
816,16083,1317.62,100.0,31.0,0.007692307692307693,0.0,5
819,14057,6217.96,23.0,284.0,0.050445103857566766,168.0,6
820,14871,522.38,3.0,98.0,0.011204481792717087,0.0,4
821,13178,5725.47,26.0,265.0,0.03293413173652695,0.0,6
822,18044,2088.6,4.0,127.0,0.028089887640449437,1.0,2
824,16191,5180.52,2.0,134.0,0.036312849162011177,147.0,6
825,12370,3425.69,51.0,166.0,0.012944983818770227,0.0,0
826,14298,51527.3,8.0,1637.0,0.125,322.0,4
827,17158,1266.97,32.0,67.0,0.009146341463414634,0.0,5
828,14415,5900.28,1.0,590.0,0.036211699164345405,38.0,6
829,16899,1281.56,7.0,125.0,0.0169971671388102,0.0,2
830,16531,1244.59,22.0,77.0,0.020710059171597635,0.0,2
831,17404,31781.82,4.0,195.0,0.03651685393258427,424.0,4
832,16556,3313.79,66.0,207.0,0.023809523809523808,0.0,3
833,16805,460.59,173.0,98.0,0.0106951871657754,0.0,5
834,16503,1431.93,106.0,84.0,0.015748031496062992,2.0,5
835,17739,2791.35,11.0,47.0,0.02005730659025788,5.0,2
836,13238,700.73,17.0,31.0,0.011661807580174927,2.0,7
838,12829,293.0,336.0,11.0,0.08333333333333333,1.0,1
839,13097,6010.42,32.0,423.0,0.03048780487804878,21.0,0
840,12867,4036.82,26.0,538.0,0.020958083832335328,23.0,6
842,15392,1535.53,4.0,84.0,0.011235955056179775,12.0,3
848,13846,865.0600000000001,24.0,55.0,0.008928571428571428,5.0,1
849,14401,4051.48,4.0,182.0,0.036619718309859155,2.0,6
850,16145,3799.4900000000002,8.0,224.0,0.03133903133903134,51.0,6
851,17629,1814.12,5.0,123.0,0.022598870056497175,8.0,3
852,14150,658.64,35.0,26.0,0.006172839506172839,0.0,1
853,13496,653.33,10.0,35.0,0.0057306590257879654,12.0,7
854,13611,1171.8,89.0,74.0,0.011111111111111112,4.0,5
855,16954,2085.08,0.0,54.0,0.025069637883008356,0.0,2
856,17454,517.53,192.0,61.0,0.023952095808383235,0.0,7
857,17449,2517.86,2.0,276.0,0.0196078431372549,7.0,2
858,17230,3638.41,264.0,69.0,0.08421052631578947,98.0,3
859,12865,1568.23,26.0,95.0,0.020618556701030927,48.0,5
860,15950,1765.51,31.0,98.0,0.012195121951219513,7.0,5
861,15512,121.0,155.0,7.0,0.00980392156862745,0.0,4
863,13458,9646.57,7.0,382.0,0.03977272727272727,48.0,6
864,14426,4481.67,23.0,224.0,0.03460207612456748,360.0,0
865,16003,2735.37,29.0,103.0,0.015151515151515152,0.0,2
866,13092,477.83,70.0,25.0,0.01730103806228374,8.0,7
867,13426,3641.32,0.0,157.0,0.027855153203342618,20.0,0
868,15101,317.53,8.0,8.0,0.005698005698005698,2.0,4
869,17033,1030.14,86.0,28.0,0.01098901098901099,0.0,5
870,13221,844.86,240.0,65.0,0.01680672268907563,0.0,7
871,14201,747.44,60.0,37.0,0.023411371237458192,12.0,2
873,17692,725.5799999999999,127.0,45.0,0.017241379310344827,6.0,5
874,15822,885.47,3.0,33.0,0.0056179775280898875,0.0,1
875,16134,618.09,21.0,35.0,0.005917159763313609,14.0,1
878,14913,1227.43,35.0,87.0,0.012345679012345678,0.0,3
880,15641,1887.2,105.0,119.0,0.015748031496062992,0.0,3
881,13124,3866.33,89.0,235.0,0.011111111111111112,0.0,0
882,17214,1069.1200000000001,60.0,103.0,0.020066889632107024,1.0,7
883,15456,447.22,283.0,60.0,0.039473684210526314,0.0,5
884,15062,987.86,71.0,57.0,0.013888888888888888,0.0,5
885,12928,2062.7000000000003,35.0,84.0,0.015432098765432098,0.0,3
886,15727,5178.96,16.0,302.0,0.02040816326530612,0.0,6
888,17980,811.45,165.0,30.0,0.015463917525773196,0.0,5
889,15290,7943.22,4.0,204.0,0.05070422535211268,70.0,6
891,15615,10399.74,10.0,423.0,0.0659025787965616,15.0,6
892,12577,653.85,35.0,146.0,0.009259259259259259,6.0,1
893,17044,948.48,25.0,6.0,0.0,17.0,5
895,17633,1324.84,31.0,70.0,0.0449438202247191,14.0,5
896,13266,3834.2599999999998,11.0,187.0,0.04897959183673469,129.0,6
899,15664,386.43,50.0,17.0,0.0,16.0,4
901,17189,384.40000000000003,106.0,61.0,0.007905138339920948,0.0,4
903,16607,3347.71,17.0,172.0,0.04105571847507331,37.0,6
905,13317,2273.68,66.0,124.0,0.02054794520547945,32.0,2
906,13890,1883.8100000000002,1.0,110.0,0.028011204481792718,5.0,2
907,17001,3989.57,0.0,169.0,0.030726256983240222,0.0,0
908,15246,514.15,238.0,33.0,0.016666666666666666,0.0,7
909,16996,1456.96,30.0,37.0,0.018575851393188854,10.0,2
910,15482,11014.96,15.0,97.0,0.03206997084548105,2022.0,6
911,16037,855.02,269.0,39.0,0.033707865168539325,0.0,1
912,14841,3295.76,53.0,138.0,0.019672131147540985,0.0,3
913,16670,4095.9,16.0,252.0,0.03216374269005848,32.0,0
914,16985,5464.12,17.0,120.0,0.02932551319648094,2.0,3
915,16705,14034.99,0.0,270.0,0.055865921787709494,18.0,6
916,16470,762.39,51.0,170.0,0.013029315960912053,1.0,5
917,14414,1496.98,91.0,97.0,0.026217228464419477,3.0,0
918,15563,1361.44,22.0,111.0,0.008928571428571428,11.0,3
919,12980,7374.900000000001,157.0,20.0,0.04477611940298507,22.0,2
920,16746,6697.66,4.0,449.0,0.05084745762711865,3.0,6
921,14878,1485.54,12.0,124.0,0.02601156069364162,0.0,2
922,16743,2238.09,29.0,191.0,0.02127659574468085,37.0,0
923,17146,749.78,105.0,35.0,0.011857707509881422,0.0,4
924,12877,1535.77,3.0,154.0,0.03380281690140845,0.0,2
925,15394,2183.54,9.0,85.0,0.011461318051575931,0.0,5
927,14621,1788.3600000000001,1.0,92.0,0.014005602240896359,6.0,2
929,15379,3703.29,169.0,194.0,0.037037037037037035,12.0,0
930,14309,2352.53,8.0,117.0,0.025714285714285714,14.0,3
933,17288,1419.73,9.0,142.0,0.02005730659025788,0.0,2
934,14709,4921.04,15.0,196.0,0.037900874635568516,2.0,0
935,15157,1936.07,3.0,125.0,0.008450704225352112,149.0,0
936,17744,2322.4,3.0,136.0,0.016901408450704224,0.0,6
937,16316,2938.91,64.0,151.0,0.027210884353741496,18.0,3
938,15620,1553.18,56.0,100.0,0.009933774834437087,16.0,5
940,16560,841.41,26.0,56.0,0.006024096385542169,6.0,5
942,13534,5870.08,2.0,296.0,0.0702247191011236,85.0,6
943,17580,212.77,252.0,44.0,0.02830188679245283,0.0,4
945,15759,253.04,218.0,7.0,0.02142857142857143,0.0,4
947,18176,476.35,358.0,30.0,0.0,4.0,7
948,15366,602.51,75.0,44.0,0.007067137809187279,0.0,5
949,14735,6050.69,3.0,193.0,0.08732394366197183,104.0,0
950,16271,1429.24,2.0,133.0,0.014044943820224719,1.0,2
951,18223,6484.54,4.0,272.0,0.03954802259887006,57.0,6
952,15532,1571.03,25.0,255.0,0.012012012012012012,13.0,5
953,16816,417.06,103.0,28.0,0.01568627450980392,0.0,7
955,16684,66653.56,4.0,277.0,0.07909604519774012,864.0,4
956,14334,2552.21,16.0,162.0,0.023391812865497075,1.0,3
957,16945,4345.5,21.0,249.0,0.05637982195845697,0.0,0
958,14643,693.8100000000001,170.0,31.0,0.010638297872340425,60.0,5
959,15197,1079.6100000000001,10.0,32.0,0.008620689655172414,16.0,1
960,14220,632.4,247.0,21.0,0.018018018018018018,0.0,7
962,18260,2643.2000000000003,172.0,134.0,0.03225806451612903,9.0,3
963,17848,901.1999999999999,81.0,51.0,0.032490974729241874,0.0,1
964,17392,451.91,306.0,61.0,0.038461538461538464,0.0,7
965,12348,1437.24,75.0,27.0,0.014134275618374558,0.0,0
967,14985,296.75,198.0,87.0,0.0125,0.0,7
968,13004,5655.91,11.0,404.0,0.05202312138728324,26.0,6
969,14560,2237.77,7.0,74.0,0.06285714285714286,37.0,3
970,12931,42055.96,21.0,82.0,0.044642857142857144,4427.0,4
971,13627,1638.47,59.0,92.0,0.016778523489932886,3.0,3
974,12782,1938.92,4.0,98.0,0.014164305949008499,16.0,2
975,14769,10673.1,2.0,1089.0,0.022535211267605635,30.0,6
976,15780,475.28000000000003,183.0,29.0,0.017241379310344827,0.0,4
977,12417,3226.1,3.0,183.0,0.025423728813559324,13.0,3
978,17315,6252.18,1.0,470.0,0.10112359550561797,32.0,6
979,16711,1651.03,3.0,22.0,0.014124293785310734,0.0,2
980,12726,2411.1,28.0,117.0,0.02127659574468085,0.0,6
983,17888,726.05,21.0,67.0,0.023809523809523808,549.0,2
984,17007,889.9300000000001,50.0,52.0,0.019543973941368076,10.0,2
986,14016,4341.21,161.0,161.0,0.02040816326530612,1.0,0
989,12691,927.8,28.0,27.0,0.015197568389057751,0.0,1
992,13869,3104.95,123.0,307.0,0.017094017094017096,0.0,3
994,14146,4191.0,8.0,210.0,0.014326647564469915,551.0,0
995,12705,6382.29,15.0,328.0,0.023391812865497075,24.0,6
999,16885,471.51,15.0,101.0,0.008771929824561403,0.0,4
1002,17913,411.6,58.0,59.0,0.006734006734006734,0.0,7
1003,12668,3177.15,11.0,157.0,0.011627906976744186,39.0,3
1004,14472,1936.84,103.0,281.0,0.031746031746031744,0.0,2
1005,17358,365.85,303.0,59.0,0.038461538461538464,0.0,4
1006,16686,3062.83,47.0,585.0,0.022727272727272728,5.0,0
1007,18245,2567.06,7.0,175.0,0.020114942528735632,7.0,3
1015,16153,1824.23,49.0,89.0,0.01639344262295082,0.0,2
1016,12377,1548.12,315.0,76.0,0.05128205128205128,0.0,5
1017,14646,279138.02,1.0,2060.0,0.20396600566572237,288.0,4
1020,12944,604.51,35.0,30.0,0.006269592476489028,0.0,7
1021,15312,924.85,75.0,47.0,0.014336917562724014,3.0,5
1023,14099,3104.17,16.0,250.0,0.03254437869822485,2.0,0
1024,14113,1840.42,3.0,34.0,0.011396011396011397,110.0,5
1025,13104,1098.48,3.0,20.0,0.017094017094017096,0.0,2
1026,17204,1564.56,175.0,57.0,0.045454545454545456,57.0,5
1027,13027,6912.0,113.0,26.0,0.024896265560165973,0.0,4
1028,17621,1379.9,21.0,26.0,0.009009009009009009,4.0,5
1030,17090,2043.95,4.0,63.0,0.02,1.0,2
1032,15527,2429.78,18.0,163.0,0.023809523809523808,3.0,2
1033,18097,2697.8,7.0,108.0,0.01729106628242075,1.0,3
1042,15034,4308.61,15.0,394.0,0.023668639053254437,11.0,0
1044,12423,1634.31,0.0,117.0,0.0226628895184136,12.0,3
1045,12678,16481.46,42.0,157.0,0.03215434083601286,24.0,6
1050,15208,870.12,1.0,42.0,0.014204545454545454,2.0,7
1052,17306,8631.31,10.0,66.0,0.05539358600583091,21.0,6
1053,14737,1164.55,3.0,17.0,0.008571428571428572,0.0,1
1054,13029,1247.5,30.0,10.0,0.009287925696594427,0.0,4
1057,13487,575.4,57.0,34.0,0.010135135135135136,0.0,7
1081,17400,2129.96,126.0,213.0,0.022026431718061675,0.0,2
1082,17593,3927.34,3.0,213.0,0.014326647564469915,6.0,6
1083,13953,3515.68,7.0,20.0,0.020289855072463767,0.0,0
1084,14533,1949.72,24.0,62.0,0.021341463414634148,1242.0,6
1087,14944,5900.25,29.0,170.0,0.0449438202247191,14.0,6
1088,17239,382.5,312.0,15.0,0.0,1.0,4
1089,14532,932.85,236.0,64.0,0.034482758620689655,0.0,7
1091,12383,1628.56,184.0,94.0,0.02976190476190476,3.0,3
1093,15587,913.6800000000001,50.0,9.0,0.013289036544850499,0.0,7
1095,13817,328.98,29.0,22.0,0.006211180124223602,0.0,4
1100,12585,1824.1,234.0,85.0,0.017094017094017096,21.0,3
1102,13165,1021.48,46.0,42.0,0.006557377049180328,0.0,3
1110,13313,1555.32,22.0,78.0,0.015772870662460567,0.0,2
1111,16875,2095.53,67.0,112.0,0.01838235294117647,25.0,2
1113,12957,4017.54,9.0,238.0,0.024242424242424242,18.0,0
1114,14462,1999.02,66.0,239.0,0.040293040293040296,30.0,2
1116,13397,1544.13,72.0,38.0,0.018726591760299626,1.0,1
1117,13680,3722.42,1.0,195.0,0.011834319526627219,669.0,3
1118,12483,1910.98,17.0,68.0,0.024844720496894408,10.0,2
1119,15164,843.05,68.0,103.0,0.01107011070110701,0.0,1
1120,17457,1737.7,126.0,19.0,0.023474178403755867,0.0,2
1121,14732,2702.4900000000002,8.0,147.0,0.02416918429003021,3.0,3
1122,14221,3432.8,42.0,193.0,0.030303030303030304,1.0,0
1123,14553,859.27,19.0,113.0,0.015625,0.0,1
